,날짜,신문사,제목,분야
634,2024.04.02. 오후 2:39,동아일보,"LG전자 베스트샵, ‘LG 창립 77주년’ 기념 특별 세일 행사",경제
635,2024.04.02. 오후 2:36,한국경제,"NH아문디 ""베트남 레버리지 펀드, 설정후 수익률 50% 돌파""",경제
636,2024.04.02. 오후 2:36,한국경제,"금호건설, '대웅제약 마곡연구소 신축공사' 수주",경제
637,2024.04.02. 오후 2:36,조선비즈,사과·배 물가상승률 역대 최고…정부 할인 지원 정책에도 ‘애플레이션’ 지속,경제
638,2024.04.02. 오후 2:36,한경비즈니스,"""역시 예쁘다"" 포르쉐, 한국에 신형 파나메라 출시",경제
639,2024.04.02. 오후 2:35,파이낸셜뉴스,"장비 수입 막힌 中, 기존 설비로 5nm 첨단 반도체 도전",경제
640,2024.04.02. 오후 2:35,한국경제,멕시코 수출제한·중동 긴장 확대에…WTI 5개월만 최고 [오늘의 유가],경제
641,2024.04.02. 오후 2:34,한국경제TV,강북 신성장 거점 5곳 선정…복합개발·문화거점 조성,경제
642,2024.04.02. 오후 2:34,한국경제TV,"한양 ""전남도 최초 정원형 식물원 '산이정원' 5월 개장""",경제
643,2024.04.02. 오후 2:34,조선비즈,"한화에어로, 인적분할 추진… 방산·우주항공에 집중",경제
644,2024.04.02. 오후 2:34,이데일리,'머스크 돈 벌어주기 싫어' 테슬라 덮은 오너리스크,경제
645,2024.04.02. 오후 2:32,파이낸셜뉴스,"'성어기, 중국어선 불법 어업 막는다' 정부, 집중 단속",경제
646,2024.04.02. 오후 2:31,한국경제TV,비트코인 '와르르'...가상화폐 관련주 '뚝' [권영훈의 증시뉴스 PICK],경제
647,2024.04.02. 오후 2:31,이데일리,"年 2억건 X-Ray 판독 노하우, 부처 칸막이 없애고 공유",경제
648,2024.04.02. 오후 2:31,이데일리,반도체 수요·공급기업 함께 'AI 반도체 협업포럼' 출범,경제
649,2024.04.02. 오후 2:31,매일경제,“확 치솟더니 6개월만에 최고치 찍었다”...서울 분양전망 ‘맑음’,경제
650,2024.04.02. 오후 2:31,이데일리,동문건설 ‘평택 화양 동문 디 이스트’ 눈길,경제
651,2024.04.02. 오후 2:30,한국경제,"국민은행, 인천공항서 LG유플러스 로밍시 환율우대 50%",경제
652,2024.04.02. 오후 2:29,한국경제TV,"""분양시장도 봄""…수원 분양 시장, 뚜렷한 회복세",경제
653,2024.04.02. 오후 2:29,파이낸셜뉴스,"정용진 회장, SNS 끊고 확 달라졌다…'실적부진' 대표 전격 경질",경제
654,2024.04.02. 오후 2:26,파이낸셜뉴스,"""상공서 고래 목시조사 나선다""..수과원, 올해 전 해역에서 동시 진행",경제
655,2024.04.02. 오후 2:25,한국경제,"HDC현대산업개발, 5일 '대구 범어 아이파크' 견본주택 개관",경제
656,2024.04.02. 오후 2:25,중앙일보,"부산진해경자청, 주한유럽상공회의소 대상 투자유치 설명회 개최",경제
657,2024.04.02. 오후 2:24,한국경제,"SK오션플랜트, 고정식 해상풍력 하부구조물 수출",경제
658,2024.04.02. 오후 2:24,이데일리,"공무원연금공단, 제8기 홍보 서포터즈 발대식 개최",경제
659,2024.04.02. 오후 2:23,한국경제,"광주은행, 다자녀행복카드 고객 최대 1만원 캐시백",경제
660,2024.04.02. 오후 2:22,매일경제,남들 몰라줘서 속상한 재테크 꿀팁…서울머니쇼와 함께 해요,경제
661,2024.04.02. 오후 2:22,이데일리,"지오릿에너지, 글로벌 기업에 ‘리튬 추출 파일럿 플랜트’ 설치",경제
662,2024.04.02. 오후 2:21,매일경제,K푸드 수출 역대 최고...라면·쌀 가공식품 불티,경제
663,2024.04.02. 오후 2:19,파이낸셜뉴스,"""1년 만기, 월 50만원, 최대 5%""..신한銀, 청년도약플러스적금 출시",경제
664,2024.04.02. 오후 2:17,한국경제,"수협은행, 최고 연 4.5% '헤이 적금' 3만좌 특판",경제
665,2024.04.02. 오후 2:17,한경비즈니스,렌터카 몰았을 뿐인데 내 차 살 때 보험할인이 된다고?,경제
666,2024.04.02. 오후 2:16,이데일리,"[특징주]내수 판매 부진 지속…현대차, 4%대↓",경제
667,2024.04.02. 오후 2:16,동아일보,맛있는 사과를 적정한 가격에 안정적으로 공급하려면? [기고/서병진],경제
668,2024.04.02. 오후 2:16,이데일리,"진영, 에어돔 스마트팜 핵심 소재 공급…포트폴리오 확대",경제
669,2024.04.02. 오후 2:15,조선비즈,전남 ‘나주역 자이 리버파크’ 공사현장서 사망사고,경제
670,2024.04.02. 오후 2:14,조선비즈,주방매트·짐볼·슬리퍼서 환경유해 물질 과다 검출,경제
671,2024.04.02. 오후 2:13,이데일리,"감성코퍼레이션, 자사주 취득·소각 결정…“주주가치 제고”",경제
672,2024.04.02. 오후 2:12,한국경제,"세계 최초로 동형암호 사업화…크립토랩, 마크로젠에 기술 공급계약 체결",경제
673,2024.04.02. 오후 2:12,파이낸셜뉴스,역시 베트남···한투운용 펀드 1년 새 28% 뛰었다,경제
674,2024.04.02. 오후 2:12,파이낸셜뉴스,"신한은행, 신종자본증권 4000억 발행..""시중은행 최저수준 금리""",경제
675,2024.04.02. 오후 2:12,조선비즈,‘그룹 쇄신 대상 1순위’ 신세계건설... “구 포항역개발사업 등 PF우발채무 곳곳에”,경제
676,2024.04.02. 오후 2:11,조선비즈,"“10분만에 진압”… DL이앤씨, 세계최초 ‘건물용 화재진압 시스템’ 개발",경제
677,2024.04.02. 오후 2:11,이데일리,"스맥, 헥사곤과 ‘스마트 제조 기술 개발’에 전략적 맞손",경제
678,2024.04.02. 오후 2:11,파이낸셜뉴스,"우리은행, 사고 제로 서포터즈 출범..""금융사고 예방 혁신 아이디어 발굴""",경제
679,2024.04.02. 오후 2:11,한경비즈니스,"자산운용사 공모펀드, ETF 중심 성장…최근 10년 새 최대 증가 폭",경제
680,2024.04.02. 오후 2:11,이데일리,우리운용 ‘우리하이플러스채권’ 순자산 1조 돌파,경제
681,2024.04.02. 오후 2:10,경향신문,1분기 외국인직접투자 70억5000만달러…전년대비 25.1% 증가,경제
682,2024.04.02. 오후 2:09,매일경제,"에이스침대, ‘에이스스퀘어 경주점’ 오픈",경제
683,2024.04.02. 오후 2:09,파이낸셜뉴스,"한은 “물가 흐름, 당분간 매끄럽지 않다”...유가·농산물에 ‘흔들’",경제
684,2024.04.02. 오후 2:08,매일경제,멀어지는 6월 금리인하...떨어지는 비트코인[매일코인],경제
685,2024.04.02. 오후 2:06,이데일리,"토모큐브, 美암연구학회서 홀로토모그래피 임상적 효용성 선봬",경제
686,2024.04.02. 오후 2:05,파이낸셜뉴스,탄소국경조정제도 상담창구 일원화,경제
687,2024.04.02. 오후 2:05,매일경제,NH아문디 “베트남 레버리지 펀드 설정후 수익률 50% 돌파”,경제
688,2024.04.02. 오후 2:05,매일경제,"“삼탠바이미? 최대 크기 ‘스무스’로”…삼성전자, 43형 모니터용 무빙 스탠드 출시",경제
689,2024.04.02. 오후 2:04,파이낸셜뉴스,"대신證, 신규고객에 연 7% 수익률 RP 특판",경제
690,2024.04.02. 오후 2:04,이데일리,"브이엠(구 에이피티씨), 임종필 신임 대표이사 선임",경제
691,2024.04.02. 오후 2:03,파이낸셜뉴스,실패 없는 美인덱스···신한 펀드 10개월 새 500억대,경제
692,2024.04.02. 오후 2:03,매일경제,"이수그룹-지용킴, 2024 SS 컬렉션 출시… 업사이클링 협업 프로젝트 성과 공개",경제
693,2024.04.02. 오후 2:02,한국경제,"""CG 시대 끝났다""…오픈AI가 내놓은 영상에 '충격' [영상]",경제
694,2024.04.02. 오후 2:02,한국경제,"정부 ""단말기 지원금·평일 쉬는 대형마트 확대 등 성과 거둬""",경제
695,2024.04.02. 오후 2:01,파이낸셜뉴스,"""부동산 PF 위기 대비, 책임준공 등 건설사 리스크 분산해야""",경제
696,2024.04.02. 오후 2:01,조선비즈,"건산연, ‘주택공급 활성화·부동산 금융 정책 세미나’ 개최… “근본적 정책 변화 필요”",경제
697,2024.04.02. 오후 2:01,이데일리,"""산업협력 확대"" 한경협, 韓스타트업의 日시장 진출 지원",경제
698,2024.04.02. 오후 2:01,조선비즈,"포스코, ‘OB’ 주축 보험중개사 팔았지만 여전히 끈끈한 관계",경제
699,2024.04.02. 오후 2:01,이데일리,"금융위, '미래대금융 TF' 발족식 개최",경제
700,2024.04.02. 오후 2:00,한국경제,왕십리에 ‘입체도시’ 추진…북한산엔 천문대 건립,경제
701,2024.04.02. 오후 2:00,매일경제,"KCGI자산운용, 공모주하이일드펀드 출시",경제
702,2024.04.02. 오후 1:59,한국경제,"히타치에너지코리아, '한국전기산업대전'서 친환경·디지털 전력 솔루션 소개",경제
703,2024.04.02. 오후 1:58,매일경제,"코오롱그룹, 드림팩 기부천사 캠페인 진행",경제
704,2024.04.02. 오후 1:57,매일경제,"에넥스, ‘이사&혼수 할인 대전’",경제
705,2024.04.02. 오후 1:57,이데일리,"코스닥, 외국인·기관 매도세에 2%대↓…890선도 ‘위태’",경제
706,2024.04.02. 오후 1:56,한국경제,롤러코스터 탄 비트코인…반감기 앞두고 매수·매도 '줄다리기',경제
707,2024.04.02. 오후 1:56,조선비즈,"서울시, 강북권 신성장 거점 개발대상지 5곳 선정",경제
708,2024.04.02. 오후 1:55,조선일보,시속 100㎞까지 3.2초… 포르셰가 새로 내놓은  스포츠 세단 ‘파나메라 3세대’,경제
709,2024.04.02. 오후 1:54,한국경제TV,"한국인더스트리4.0협회, '글로벌 디지털 제조혁신 컨퍼런스' 개최",경제
710,2024.04.02. 오후 1:54,한국경제,"[한경유레카 특징주] SK디앤디, 홀로서기 걱정에도 상한가 달성",경제
711,2024.04.02. 오후 1:53,매일경제,"LH, 청년·신혼부부 매입임대주택 3000가구 공급…“최장 10년, 입주 후 결혼하면 10년 추가”",경제
712,2024.04.02. 오후 1:53,한국경제,"하나은행, 해외송금 기업을 위한 AI 해외송금 예측 서비스 시행",경제
713,2024.04.02. 오후 1:52,이데일리,"국제약품, 셀트리온 ‘아일리아’ 시밀러 국내 독점 판권 계약",경제
714,2024.04.02. 오후 1:52,매일경제,"큐브엔터 ‘나우어데이즈’, 2일 전격 데뷔…‘5세대 강자 도약’",경제
715,2024.04.02. 오후 1:51,파이낸셜뉴스,"""출시 3주 만에 60만 돌파""...케이뱅크, 앱 방문객 60% 급증",경제
716,2024.04.02. 오후 1:51,파이낸셜뉴스,"공정위, KC코트렐·HJ중공업 제재…""하도급 부당 특약""",경제
717,2024.04.02. 오후 1:51,매일경제,"벤처협회, GSAT2024 ‘스타트업 토크쇼-창업가의 화양연화’ 개최",경제
718,2024.04.02. 오후 1:50,매일경제,[부고] 한경남 씨(함스피알 대표) 장모상,경제
719,2024.04.02. 오후 1:50,한국경제,"기업은행, 694억원 규모 '민생금융지원방안 자율프로그램' 시행",경제
720,2024.04.02. 오후 1:50,이데일리,"금융 전문 콘텐츠 시그널리포트, 클래스 개국 누적 수강생 1만명 돌파",경제
721,2024.04.02. 오후 1:49,파이낸셜뉴스,‘부산 마이스업계 뭉쳤다’ 올해 첫 네트워킹 행사,경제
722,2024.04.02. 오후 1:49,매일경제,“이제 차보험료 최대 48만원 덜낸다”…‘이것’ 적용땐 보험료 ‘확’ 내려가,경제
723,2024.04.02. 오후 1:48,파이낸셜뉴스,"대선주조, 2024 사회공헌대상 ESG부문 대상",경제
724,2024.04.02. 오후 1:48,한경비즈니스,[서평] 미국 부동산 위기 속 가려진 부의 기회,경제
725,2024.04.02. 오후 1:48,동아일보,챗GPT 도입한 동원그룹… ‘AI플랫폼’ 적용해 업무 효율 극대화 추진,경제
726,2024.04.02. 오후 1:47,한경비즈니스,“굿바이 푸바오” 그 판다가 우리에게 남긴 메시지는,경제
727,2024.04.02. 오후 1:46,한경비즈니스,'실리콘밸리'는 한물갔다...빅테크의 새 고향 된 시애틀·[비즈니스포커스],경제
728,2024.04.02. 오후 1:45,한경비즈니스,"여왕의 와인, 올봄엔 ‘샤르도네’로 출발[김동식의 와인 랩소디]",경제
729,2024.04.02. 오후 1:44,파이낸셜뉴스,예비부부들 어쩌나..웨딩시즌 앞두고 명품 주얼리 줄줄이 가격인상 [명품價 이야기],경제
730,2024.04.02. 오후 1:44,한경비즈니스,"""70대 아빠가 50대 아들에게 집 물려준다""···고령화에 높아지는 증여연령",경제
731,2024.04.02. 오후 1:44,한경비즈니스,"위스키·와인···""컬리에서 주문하고 CU에서 픽업하세요""",경제
732,2024.04.02. 오후 1:43,한경비즈니스,"""구글 '시크릿모드'의 배신""…집단 소송에 개인 데이터 삭제키로",경제
733,2024.04.02. 오후 1:41,이데일리,"키움증권, ‘국고채 19-6’ 장외 판매…연 수익률 3.24%",경제
734,2024.04.02. 오후 1:39,한국경제TV,"한국경제TV 주식창, '2분기 베스트 전략은?' 이벤트",경제
735,2024.04.02. 오후 1:35,TV조선,"현대차그룹 전기차, 글로벌 어워드 잇따라 수상",경제
736,2024.04.02. 오후 1:32,파이낸셜뉴스,"금호건설, ‘대웅제약 마곡연구소 신축공사’ 수주",경제
737,2024.04.02. 오후 1:31,파이낸셜뉴스,"""인도 공략, 인센티브와 규제부터 파악해야""",경제
738,2024.04.02. 오후 1:31,이데일리,"""인도, 車·반도체 성장 기대…투자 다각화 필요""",경제
739,2024.04.02. 오후 1:30,이데일리,"코텍, 50억 규모 자사주 취득 결정",경제
740,2024.04.02. 오후 1:29,이데일리,"감성코퍼레이션, 18억 규모 자사주 취득·소각 결정",경제
741,2024.04.02. 오후 1:29,이데일리,"싸이버원, 조달청과 68억 규모 BS 웹서비스 클라우드 운영 사업 계약",경제
742,2024.04.02. 오후 1:26,조선비즈,“기상이변 따른 비용도 하청에 떠넘겨”… KC코트렐·HJ중공업 제재,경제
743,2024.04.02. 오후 1:22,파이낸셜뉴스,"신한證, 투자조합 수탁업무 자동·표준화한 '벤처넷' 오픈",경제
744,2024.04.02. 오후 1:16,한국경제,"""더 나은 삶을 위한 날개될 것""…진에어, ESG 슬로건 발표",경제
745,2024.04.02. 오후 1:09,이데일리,"""매서운 건설한파""…지난해 공사 계약액, 전년比 18.9%↓",경제
746,2024.04.02. 오후 1:05,파이낸셜뉴스,"신나는조합, 한국씨티은행 ‘드림투게더 프로그램’ 후원 협약",경제
747,2024.04.02. 오후 1:05,이데일리,"삼성전자, 3년만 시총 500조 탈환[특징주]",경제
748,2024.04.02. 오후 1:01,파이낸셜뉴스,"""올해 강관산업 강화 및 신수요 창출 목표""",경제
749,2024.04.02. 오후 1:01,조선비즈,“똑똑한 AI도 우리 없으면 무용지물”… 전력 인프라株의 뜨거웠던 3월,경제
750,2024.04.02. 오후 1:01,이데일리,"국토부, 리츠 활용한 PF사업 지원방안 설명회 개최",경제
751,2024.04.02. 오후 12:52,한국경제,4월 '분양 대장' 롯데건설…완판 기세 이어갈까,경제
752,2024.04.02. 오후 12:45,이데일리,"글로벌 강달러 여파…장중 환율, 연고점 경신 후 1350원 초반대[외환분석]",경제
753,2024.04.02. 오후 12:41,한국경제,"""분양시장 재개""…지역별 마수걸이 분양 단지 관심",경제
754,2024.04.02. 오후 12:41,이데일리,"[포토] 한돈자조금, 팔도와 손잡고 판로 확대",경제
755,2024.04.02. 오후 12:39,이데일리,"[포토] 한돈자조금-㈜팔도, 업무협약",경제
756,2024.04.02. 오후 12:36,이데일리,"동아제약 오쏘몰, 오프라인으로 확장…신세계百 센텀시티점 오픈",경제
757,2024.04.02. 오후 12:34,파이낸셜뉴스,기업 밸류업 인센티브 확대..감사인 지정 면제 추진(종합),경제
