,Unnamed: 0,날짜,신문사,제목,분야
76,76,2024.10.06. 오후 6:45,파이낸셜뉴스,소송전에 자금차입 논란까지… 고려아연 사태 '진흙탕 싸움' [장기전 돌입한 경영권 분쟁],경제
0,0,2024.10.07. 오후 11:26,경향신문,박성민 산중위 간사 “MBK·영풍 회장 무단 불출석…조치 취할 것”,경제
1,1,2024.10.07. 오후 11:23,매일경제,“모든 국민에 나눠주는 건 단순무식”…이재명에 직격탄 날린 시장님,사회
2,2,2024.10.07. 오후 11:22,조선비즈,‘청라 화재 사고’에 국감 출석한 벤츠 대표… “고객 기망 의도 전혀 없어”,경제
3,3,2024.10.07. 오후 11:20,한국경제,"제프리스 ""아이폰16이 AI 덕보기엔 일러""…'보유' 하향",경제
4,4,2024.10.07. 오후 11:14,조선비즈,‘갑질 논란’ 전중선 포스코이앤씨 사장 “시공사 대위변제 사례 많아… 찬탈 과도”,경제
5,5,2024.10.07. 오후 11:04,한국경제,"7일 뉴욕증시, 국채수익률 급등에 하락 출발",경제
6,6,2024.10.07. 오후 11:04,이데일리,"와이제이링크, 공모가 1만 2000원 확정…10~11일 청약",경제
7,7,2024.10.07. 오후 10:58,이데일리,네이버 뉴스 알고리즘 논란… 해법은 오픈소스화?[2024국감],IT
8,8,2024.10.07. 오후 10:55,조선비즈,"박상우 국토장관, ‘무순위 줍줍’ 과열에 “제도개선 검토”",경제
9,9,2024.10.07. 오후 10:49,매일경제,철강·화학이냐 자동차·배터리냐…미 대선 결과 따라 한쪽만 웃는다는데,경제
10,10,2024.10.07. 오후 10:38,이데일리,"산업장관 “폴란드 원전사업, 정권교체 후 지연…체코 영향 無”[2024국감]",경제
11,11,2024.10.07. 오후 10:23,매일경제,"AIIB 한국인 부총재, 또 물건너가나...정부 “결정된바 없어”",경제
12,12,2024.10.07. 오후 10:08,이데일리,"文정부떄보다 집값 상승률 높다고?…박상우 ""정부와 민간 통계 상이""",경제
13,13,2024.10.07. 오후 10:03,매일경제,“한국증시 돈 빼서 다 어디로 갔나 봤더니”…신흥국 자금 블랙홀 된 이 나라,경제
14,14,2024.10.07. 오후 9:58,한국경제,"글로벌 펀드매니저들 ""단기급등 中주식 이미 과대평가""",경제
15,15,2024.10.07. 오후 9:56,동아일보,“청라 화재 죄송” 국토위 국감서 고개숙인 벤츠코리아 대표,경제
16,16,2024.10.07. 오후 9:54,조선일보,‘러브재팬’ 열풍에 유니클로 사상 최고가... 한국도 매출 1兆 찍을 듯,경제
17,17,2024.10.07. 오후 9:38,TV조선,고려아연 핵심 승부처 된 영풍정밀…공개매수가 인상 전망에 주가 급등,경제
18,18,2024.10.07. 오후 9:34,TV조선,당근 매물로 '장관 관용차' 올린 野 의원…與 반발에 국감 파행,경제
19,19,2024.10.07. 오후 9:25,파이낸셜뉴스,"공정위, 이통3사 5조5000억 과징금 예고 [22대 국회 첫 국감]",경제
20,20,2024.10.07. 오후 9:20,매일경제,K반도체·배터리까지 흔들…국가대표 소재기업 경영권 치킨게임에 후폭풍 예고,경제
21,21,2024.10.07. 오후 9:14,경향신문,"높은 집값, 언제쯤 진정될까…“전국적 안정세” 장담하는 장관",경제
22,22,2024.10.07. 오후 9:14,경향신문,LG가 후원한 ‘세계 최대 한글 벽화’[포토뉴스],경제
23,23,2024.10.07. 오후 9:13,경향신문,"금융위 안건소위, 금융회사 제재 상습 지연에 회의록 공개도 안 해",경제
24,24,2024.10.07. 오후 9:11,한국경제,"이재용 회장 ""파운드리와 로직칩 설계 사업부 분사 안해""",경제
25,25,2024.10.07. 오후 9:10,매일경제,"오늘도 구직 실패, 암울한 구직 시장…영국 기업 채용 보류 잇따라",경제
26,26,2024.10.07. 오후 9:08,한국경제TV,부실폭탄 된 '지역조합'...농협·수협·산림조합 부실채권만 15조,경제
27,27,2024.10.07. 오후 9:08,매일경제,"“배터리 넘어 에너지로, 5년내 매출 2배 성장”…처음으로 비전 선포한 LG엔솔의 속뜻",경제
28,28,2024.10.07. 오후 9:03,이데일리,"日, 다음달 5일부터 증시 30분 연장…오후 3시→3시30분 마감",경제
29,29,2024.10.07. 오후 8:57,이데일리,"송미령 ""수확기 쌀값, 필요시 추가 대책…가격 약속 적절치 않아""(종합)[2024국감]",경제
30,30,2024.10.07. 오후 8:44,경향신문,박주선 석유협회 회장 재선임,경제
31,31,2024.10.07. 오후 8:44,조선비즈,"신동빈 롯데 회장, 롯데웰푸드 대표와 아프리카 출장",경제
32,32,2024.10.07. 오후 8:43,경향신문,야 “동해 심해 유전 시추계획 세워놓고 ‘수립 중’ 발표는 위증 아닌가”,경제
33,33,2024.10.07. 오후 8:37,파이낸셜뉴스,"삼일PwC 자체 개발 'AI 번역 모델', 국제대회서 수상",경제
0,0,2024.10.08. 오후 10:26,한국경제,美 8월 무역적자 10.8% 감소한 704억달러…5개월래 최저,경제
1,1,2024.10.08. 오후 9:40,TV조선,"고려아연 '쩐의 전쟁' 과열…금감원, 불공정거래 조사 착수",경제
2,2,2024.10.08. 오후 9:36,TV조선,"""우아한 아니라 추악한 형제들""…배민 수수료 집중 포화",경제
3,3,2024.10.08. 오후 9:22,TV조선,"위기의 삼성, 이재용의 '新프랑크푸르트 선언'은 언제?",경제
4,4,2024.10.08. 오후 9:20,한겨레,"배달앱 업주들, 차등 수수료안 거부…배민, 국회서 “면밀히 협의”",경제
5,5,2024.10.08. 오후 9:19,TV조선,삼성전자 3분기 영업이익 기대치 이하…경영진 '이례적 사과',경제
6,6,2024.10.08. 오후 9:16,한국경제,"중국, EU 전기차 관세에 유럽산 브랜디 추가관세 보복",경제
7,7,2024.10.08. 오후 9:16,이데일리,"네이버, 동반성장지수 평가 8년 연속 ‘최우수’ 등급 획득",IT
8,8,2024.10.08. 오후 9:15,동아일보,챗GPT 토대 만든 ‘딥러닝 대부’…노벨상 받고도 “AI 위협 우려”,경제
9,9,2024.10.08. 오후 9:09,경향신문,삼성전자 ‘어닝 쇼크’…반도체 수장 ‘이례적 사과’,경제
10,10,2024.10.08. 오후 9:08,이데일리,尹과 함께 싱가포르 찾은 재계 총수들…정의선 포럼 주재(종합),경제
11,11,2024.10.08. 오후 9:02,경향신문,"주거시장 안정, 공급이 ‘답’?…공공의 개입 없이 공급만으론 ‘답답’",경제
12,12,2024.10.08. 오후 9:02,한겨레,캄보디아 빈민 울리는 고금리 대출영업…문제된 현지 한국계 은행은? [뉴스크림],경제
13,13,2024.10.08. 오후 8:59,경향신문,카카오프렌즈와 함께 “웰컴 투 코리아”[포토뉴스],경제
14,14,2024.10.08. 오후 8:59,경향신문,"현대건설, 재건축 단지 ‘추억 남기기’ 프로젝트[포토뉴스]",경제
15,15,2024.10.08. 오후 8:58,경향신문,"환불도 할인도 없네, 한국에서만",경제
16,16,2024.10.08. 오후 8:58,경향신문,고려아연 공개매수전 불공정거래 조사한다,경제
17,17,2024.10.08. 오후 8:58,한겨레,칼바람 예고한 삼성의 ‘반성문’…이재용 책임론도 거세다,경제
18,18,2024.10.08. 오후 8:54,조선비즈,‘국평 22억’ 과천 프레스티어 자이 특공에 2700명 넘게 몰려,경제
19,19,2024.10.08. 오후 8:51,경향신문,"HL그룹, 프랑스 실외 주차로봇 기업 인수",경제
20,20,2024.10.08. 오후 8:51,경향신문,LG전자도 3분기 ‘어닝 쇼크’…매출 10%↑·영업이익 20%↓,경제
21,21,2024.10.08. 오후 8:48,이데일리,"반데피트 배민 대표 “韓서 장기적 사업할 것, 업주 성장 도모”[2024 국감]",경제
22,22,2024.10.08. 오후 8:45,매일경제,"“그토록 말려도 아버지 나가셨는데, 이젠”…일자리 8만개 증발했다는 이 곳",경제
23,23,2024.10.08. 오후 8:41,동아일보,"한국농수산식품유통공사, 삼성웰스토리와 농수축산물 소비 촉진 업무협약",경제
24,24,2024.10.08. 오후 8:39,한국경제TV,GGM 노조 파업 기로…찬성안 85.9％ 가결,경제
25,25,2024.10.08. 오후 8:35,경향신문,순부동산자산과 그 불평등 : 청년층의 세대 내·세대 간 격차 심화[정준호의 부동산과 사회경제],경제
0,0,2024.10.09. 오후 10:43,매일경제,전세계 3700조 무슬림 시장…’이것’ 모르면 아무것도 못판다,경제
1,1,2024.10.09. 오후 10:42,조선일보,한수원 협력사 해킹돼 원전 자료 11만개 유출... “안전 영향없어”,경제
2,2,2024.10.09. 오후 10:35,매일경제,벤츠·폭스바겐 있는데도…성장엔진 꺼졌다는 독일에 무슨일이?,경제
3,3,2024.10.09. 오후 10:34,한국경제,"테슬라, 3분기 중국내 판매 24만9135대…역대 최고 기록",경제
4,4,2024.10.09. 오후 10:33,매일경제,"“편의점이 63조원?”...加 대기업, 세븐일레븐 인수 9조원 더 불러",경제
5,5,2024.10.09. 오후 10:32,경향신문,군산 비응항서 어선 폭발로 불…1명 사망,경제
6,6,2024.10.09. 오후 10:16,한국경제TV,"현대차그룹, 싱가포르와 신에너지부터 혁신 제조까지 연구",경제
7,7,2024.10.09. 오후 10:12,한국경제,"리오틴토, 9조원에 아카디움리튬 인수 계약 체결",경제
8,8,2024.10.09. 오후 9:40,이데일리,"[미리보는 이데일리 신문]韓, 4수 끝 WGBI 편입… 해외서 80조 들어온다",경제
9,9,2024.10.09. 오후 9:35,TV조선,"한글 모양 과자, 무료 글꼴 배포…기업들도 반긴 한글날",경제
10,10,2024.10.09. 오후 9:32,한국경제,中 경기부양책 실망감 확산…중국 증시 폭락,경제
11,11,2024.10.09. 오후 9:26,경향신문,만 34세 이하 KT 멤버십 고객 위한 ‘Y포차’[포토뉴스],경제
12,12,2024.10.09. 오후 9:26,경향신문,‘들쭉날쭉’ 티메프 정책 대출…서울은 7700억원 부족,경제
13,13,2024.10.09. 오후 9:26,경향신문,"흑백요리사 손맛, 편의점서 맛봐요",경제
14,14,2024.10.09. 오후 9:26,경향신문,‘부영타운’ 캄보디아 프놈펜에 첫 분양,경제
15,15,2024.10.09. 오후 9:18,TV조선,[단독] LH 직원 이번엔 내부정보로 비상장 주식 투자…4억 차익 의혹,경제
16,16,2024.10.09. 오후 9:11,경향신문,“공매도 신속히 재개” 요구한 FTSE…개미 우려 잠재울 대책 마련이 관건,경제
17,17,2024.10.09. 오후 9:10,매일경제,"네이버 사옥 찾은 사우디 참관단, 이 기술에 ‘러브콜’ 보냈다는데",경제
18,18,2024.10.09. 오후 9:06,경향신문,"한국, 4수 끝 ‘세계국채지수’ 편입",경제
19,19,2024.10.09. 오후 9:04,TV조선,금리 하락·환율 안정 효과…공매도 재개 등 증시 선진화 숙제,경제
20,20,2024.10.09. 오후 9:02,TV조선,"韓, 4수 끝에 '세계국채지수' 편입…""75조원 유입 기대""",경제
21,21,2024.10.09. 오후 9:00,중앙일보,"삼전 주가 6만원도 위태롭다…""답 없어"" 전문가 충격 분석",경제
22,22,2024.10.09. 오후 8:53,매일경제,“이자 줄여 달라고 말할 수 있다고?”…있는지도 모르는 개인신용평가대응권,경제
23,23,2024.10.09. 오후 8:42,한국경제,"오픈AI ""머스크, 소송 좀 그만 둬"" 기각 요청",경제
24,24,2024.10.09. 오후 8:29,매일경제,‘쩐의전쟁’ 주변 맴도는 개인투자자…자칫하다간 ‘폭망’,경제
25,25,2024.10.09. 오후 8:24,경향신문,"공정위, 빙그레 김호연 회장 자녀 업체에 ‘일감 몰아주기’ 의혹 조사",경제
26,26,2024.10.09. 오후 8:24,경향신문,‘미성년자 건물주’ 돈 출처 못 본다…규제 완화로 뚫린 편법 증여 ‘샛길’,경제
27,27,2024.10.09. 오후 8:24,경향신문,공개매수가 인상 랠리 ‘일단 멈춤’…고려아연 인수전 새 국면?,경제
28,28,2024.10.09. 오후 8:18,경향신문,T팩토리에서 나만의 ‘감정 과수원’ 돌보세요[포토뉴스],경제
29,29,2024.10.09. 오후 8:17,경향신문,근로장려금 신청자 30%가 ‘20대’,경제
30,30,2024.10.09. 오후 8:17,경향신문,"LH, 매입임대 1호마다 8200만원 적자…정부 공급 목표 좇다 재무구조 ‘빨간불’",경제
31,31,2024.10.09. 오후 8:17,한경비즈니스,"농협은행, 140억 부동산 담보대출 이상 거래 발견...형사고소",경제
32,32,2024.10.09. 오후 8:17,경향신문,RE100 기업 수요 못 따라가는 재생에너지,경제
33,33,2024.10.09. 오후 8:16,한겨레,"[단독] 은행, 위험회피 투자는 옛말? ‘고위험 펀드 비중’ 증권사 육박",경제
34,34,2024.10.09. 오후 8:16,한겨레,"이달 25일 시행 ‘실손보험 청구 간소화’, 병원 참여율 6.8% 불과",경제
35,35,2024.10.09. 오후 8:05,한국경제,구글 정말 '해체'될까…美법무부 강제 기업분할 검토,경제
36,36,2024.10.09. 오후 8:01,한국경제TV,MBK “고려아연 공개매수 가격 더 이상 안올린다”,경제
37,37,2024.10.09. 오후 7:57,한국경제,美 최대 가전유통사 로스…LG전자 '베스트 파트너' 선정,경제
38,38,2024.10.09. 오후 7:44,매일경제,“한달 수익률 60% 미쳤다”…증시 힘준다는 ‘이 나라’ ETF 믿어도 되나,경제
39,39,2024.10.09. 오후 7:20,경향신문,농협은행 “부동산 담보대출 이상거래 확인…형사 고소”,경제
40,40,2024.10.09. 오후 7:18,파이낸셜뉴스,'채권 선진클럽' 된 한국… 90조 자금 들어온다 [WGBI 네번째 도전만에 편입],경제
41,41,2024.10.09. 오후 7:18,파이낸셜뉴스,"한발 물러선 MBK ""공개매수가 추가상향 없다"" [고려아연 쩐의 전쟁 진정되나]",경제
42,42,2024.10.09. 오후 7:18,파이낸셜뉴스,[단독] 서울 후분양·청년주택 다 합해도 올 공급 전망치보다 1만가구 부족,경제
0,0,2024.10.10. 오후 11:11,이데일리,"와일드 터키, 벤엔제리스와 만났다…'101 데이' 프로모션 진행",경제
1,1,2024.10.10. 오후 11:06,파이낸셜뉴스,"""3년간 5억달러""…한-라오스, 대외경제협력기금 기본약정 체결",경제
2,2,2024.10.10. 오후 11:04,경향신문,[속보]티메프 사태 ‘꼭짓점’ 구영배 대표 구속영장 기각···티메프 대표도 구속 면해,사회
3,3,2024.10.10. 오후 10:56,매일경제,임종룡 “자회사 인사권 내려놓겠다”...우리금융 임원 친척까지 대출 관리,경제
4,4,2024.10.10. 오후 10:53,한국경제TV,"카카오, 자회사 다음글로벌홀딩스 합병…""기업가치 제고""",경제
5,5,2024.10.10. 오후 10:51,조선비즈,"정부, 라오스에 EDCF 3년간 5억불 지원",경제
6,6,2024.10.10. 오후 10:32,경향신문,"현대건설, 싱가포르 최대 공공기술 자문기업과 MOU체결",경제
7,7,2024.10.10. 오후 10:23,매일경제,"미, 9월 소비자물가 전년比 2.4%↑…3년여 만에 최저치",경제
8,8,2024.10.10. 오후 10:18,조선일보,미국 물가 2.4% 안정세... 대선 후 기준금리 소폭 내릴 듯,경제
9,9,2024.10.10. 오후 10:18,매일경제,R&D;인력 공장으로 가라…위기의 삼성전자 전방위 조직개편 나서,경제
10,10,2024.10.10. 오후 10:17,이데일리,美 9월 CPI 전년比 2.4%↑…3년7개월만에 상승폭 최저,경제
11,11,2024.10.10. 오후 10:11,이데일리,한-라오스 정상회담…5억달러 규모 EDCF 기본약정 체결,경제
12,12,2024.10.10. 오후 10:10,한겨레,미국 9월 CPI 2.4%↑…3년 7개월 만에 최저,경제
13,13,2024.10.10. 오후 10:10,동아일보,임종룡 우리금융 회장 “계열사 임원 인사권 내려놓겠다”,사회
14,14,2024.10.10. 오후 10:09,이데일리,"최상목 ""수도권 부동산 상승세 둔화…DSR 중심 수요관리 지속""[2024국감]",경제
15,15,2024.10.10. 오후 10:07,이데일리,美 실업수당 신규 청구 25만8000건…1년 2개월 만에 최대,경제
16,16,2024.10.10. 오후 10:05,매일경제,앉는 순간 극락 간다는 ‘이 의자’…이젠 인테리어 필수품이라는데,경제
17,17,2024.10.10. 오후 10:01,이데일리,"삼성전자 노사, 다시 협상테이블로…17일 임단협 본교섭 재개",경제
18,18,2024.10.10. 오후 10:00,이데일리,"野정진욱 ""무보 중장기 수출보험, 중소·중견기업 지원 늘려야""",경제
19,19,2024.10.10. 오후 9:52,중앙일보,[속보] 美 9월 소비자물가 2.4% 상승…2021년 2월 이후 최소폭,경제
20,20,2024.10.10. 오후 9:51,경향신문,"삼성전자 노사, 17일 임단협 본교섭 재개",사회
21,21,2024.10.10. 오후 9:48,경향신문,‘30조 세수 펑크’ 비판에…최상목 “감세 정책 탓 아냐” 선긋기,경제
